"","ID","paragraphs","nchar"
"1056","doc 1596","- nodding off.",25
"1057","doc 1597","km - right, right. dad picked friday night, october 23rd, work talked heroin. oh oh oh, talk alex, asked him, big talk coming clean, said ever tried heroin? say teacher know florida said heroin really big thing might want ask kid. alex just_like [with emphasis]. mess shit. said stuff will bring fast. like oh okay. x heroin, heroin right? just believed even though lied months stuff. then, dad said yeah talking heroin alex said, dad, people die heroin want die heroin. way die heroin. alex familiar fentanyl (unclear 1:03) that. new '15. die dad lived fact he...",941
"1058","doc 1598","- just told day?",40
"1059","doc 1599","km - night. died night. told 5:30 friday night. alex thought knew everything world. talked opiates heroin. dad, nobody dies want die heroin, happens. clueless pills switched heroin, well, moved anyway. then, called 9 o'clock night. called family members, oh just relieved just opiates. god, even believe it. called real chatty. girlfriend work distant, busy. said mom, got something cooking go well, cellphone, words them. went say know lucky are, know happened october 8th. now definitely got someone looking you. like yeah, yeah, yeah, mom, go. hung sometime believe 2 morning, four bedroom house medina, told hillary, going sleep upstairs still leg shakes withdrawal. didn't, know that, tuned in. remembers 2 o'clock heard big boom sat up. heard big thump upstairs fell. next day brother noah nineteen time, youngest, go. supposed pick alex going home. said_know what, can pick brother up. bunch sweet rolls him, take work. like, oh god, crashed car, idiot. know kind thing. oh know couldn't. going_go friend general store minnetonka just_going chick thing know. just drink coffee. picked 9:20. time matters. noah going pick right around time. driving 9:30, friend remembered",2005
"1060","doc 1600","this. pain felt like someone cutting head axe. like oh god, oh god. said want stop? said, know, something just, know blood clot. stopping car, pulled over, just went away. remembered later. exactly time noah called 911. needless say, gotten much ethereal actually pretty amazing. know now. noah, noah? drove apparently now find out, waiting, goes hillary cooking. cooking trader joes crescents, alex's favorite. says, know what, come yet? noah sees run stairs, like farmhouse stairs, stops. races back dog's acting funny morning. said, think dead. noah's like, what? noah runs stairs. says hear noah say, just worst voice, oh alex. went said tell room vacant. just vacant. like soul, said never witnessed that. never big believer souls said_just empty shell. rigor mortis curled up, blood nose, purply blood. know mean? said noah, told story lot, picked move, just_like frozen thing just rocked just_said sorry alex, sorry, good big brother. sorry last words said fuck you, were. noah angry him. alex asked play video games noah just_said fuck you. just rocked rocked him. said called 911 everything went hell then. drugs squad came. tore everything apart. everybody hysterical.",1893
"1061","doc 1601","- tore whole house apart?",37
"1062","doc 1602","km - oh yeah. mean clearly needles heroin. went nutso shaking down. never, seriously like virgin fricken mary, tall. noah took totally said call parents. home. said, alex gone run over. handled that. know noah did. know does. said want chaplain.",483
"1063","doc 1603","- want what?",21
"1064","doc 1604","km - chaplain kind.",30
"1065","doc 1606","km - went tell. know dad washing windows went fun.",123
"1066","doc 1607","- saturday morning?",40
"1067","doc 1608","km - saturday morning, october 24th. now dick's point view sees big red truck, chaplain, pull up, squad cars, noah. says oh god noah just...",215
"1068","doc 1610","km - oh gosh. nobody squarer whole world. said, happened? oh gosh, happened? hit somebody? said holding stuff washing windows walk dick goes, it, police chief says know, want tell dad something, noah? told him, apparently now, said dick just walked around like this, just around yard. just around yard forever. call me. said call wife. can imagine call me? idea. thought just saved son. oh taken care one, know. shopping around. basket early stocking stuffers. just thought pick stuff, know. phone rings says, oh, okay. no. phone rings first dick. always butt dials, actually did. dave called, husband, says screwed up. plan supposed say nick needs help gotta come home right away. nick son. panic. just_said something bad happened alex. mouth dry like desert. just went [slurps].",1209
"1069","doc 1612","km - mhmm. tried call dave dave answered, husband. go, happened? said_know good. think first thinking drug thing going away. kept calling dick one answer typical him, immediately, immediate diarrhea. know, somehow got jeep. mean everyone still shopping. basket dropped know? driving, [makes clicking noises] calling, calling, calling. just let up. get carlson parkway 494 hear, hello kirsten. mean, said_it, like, hello newman, know kind thing, know? start screaming phone. tell happened! tell happened! tell happened! just says noah found alex passed away. course then, knew, knew. so, mean, how?",929
"1070","doc 1613","- dick waiting get home? think answering?",88
"1071","doc 1615","- yeah just wanted there?",46
"1072","doc 1616","km - chaplain everyone there. remember looking sunroof just screaming blood curdling. grabbed like_said, remember, always thought one kids ever died, like worst thing talked time. mean, oh god, imagine? me. says impossible always talking just saying that!",478
"1073","doc 1617","rational all. get everybody it. noah grabbed hand even remember dick doing. everyone outside. neighbors knew did. dick did. knew morning.",229
"1074","doc 1618","- know?",23
"1075","doc 1619","km - hillary two jobs. one working kids. cov wayzata. called morning said boyfriend died come work. well, neighbor's kid cousin worked like, alex milun died? called everyone block.",311
"1076","doc 1621","km - see dick out.",27
"1077","doc 1622","- see washing windows already know?",66
"1078","doc 1623","km - mhmm. hours before. known alex since born. hysterical yet knew, said, say anything. can imagine sake? just. so, noah",190
"1079","doc 1624","- cov?",21
"1080","doc 1625","km - restaurant lake minnetonka. noah grabs hands holds them, think like hour, let go. mean, like, guy even touch normally. just_said true mom. said not. said days. was, would've known it. kid dies, heard it, know loved one dies visit you.",433
"1081","doc 1626","- oh right, wake middle night.",48
"1082","doc 1627","km - just [hums], getting ready, time kid's dead bed. mile away idea. kept saying believe that. poor chaplain. feel bad it. pushed way. remember going_like this, said, excuse me. know, mean pushed him,",299
"1083","doc 1628"," - just moved way",40
"1084","doc 1629","km - looked like father mulcahy, kind chaplain. said all, noah said needles. just horrible thing. go find sister amanda. talking me. mad gone something, night together, fallen asleep. exhausted alex. go find answer. finally work call say emergency, need call mom back. driving apartment time sounding like kitten got hit, know. just believe it.",618
"1085","doc 1630","- mean sounded like kitten?",48
"1086","doc 1631","km - [high pitched meow] told nobody idea. except, asked hillary, said, know conversation alex couple nights died? called said, long known? says,",255
"1087","doc 1633","- week.",26
"1088","doc 1634","km - lover final child. turns now saw pills ashtray vermillion. always say pills. say, pills for? those? goes, oh buddy mine back ache. accept it. yeah. also found syringes moved here, next bed. goes, well somebody diabetes or, know.",375
"1089","doc 1635","- oh say her.",41
"1090","doc 1636","km - syringes? pills? love death think saved known finding pills. would've stayed vermillion. would've driven there. now know better, never, never, let addict...you bring take home watch like hawk can get help. feeling real good last text sent phone now, remember alex's cases, first case tried federally dealer go jail.",510
"1091","doc 1637","- no, know that.",29
"1092","doc 1638","km - first case ever country  tried federally. december 21st caught guy alex. know alex good covering tracks reason, left everything computer phone, normally erase things. like maybe knew going die higher self just_said, hey gotta catch guy. know. trying identify guy named red finally able alex. even alex's name tv december 21st, two months alex died.",592
"1093","doc 1640","km - yep. caught right away alex. alex would've really proud say. name jamie mcclellan laced fentanyl course, died, heroin. [sighs] grandma's birthday, december 21st. lot things missed.",318
"1094","doc 1641","- dealer? minneapolis area?",56
"1095","doc 1642","km - maple grove, drug problem [sarcastic]. try speak high_schools let drug problem maple grove. neither minnetonka even think going speak.",249
"1096","doc 1643","- yeah, nobody died.",39
"1097","doc 1644","km - no, no, nobody. none kids drugs.",58
"1098","doc 1645","- none alumni have. full sarcasm. [laughs]",61
"1099","doc 1646","km - absolutely, mean, never thought speak. spoke wayzata eden prairie but, want go, okay let want advertise much. heard superintendent minnetonka said gonna happen here, gonna make happen there. dare kids dropping young people dropping like flies. money. everything money.",461
"1100","doc 1647","- money?",27
"1101","doc 1648","km - well, recruit kind athletes want people maybe want move district, right? so, alex's story short version it.",173
"1102","doc 1649","- guy, jamie mcclellan, arrested december 21st?",69
"1103","doc 1650","km - arrested december 21st hearing that. strange. put away forever, life, believe not, think possible even though introduce, trial peers, even front judge introduce fentanyl.",337
"1104","doc 1652","km - long ago! heroin deadly. right? trial introduce fentanyl carfentanil. now can carfentanil, dead touch it. dealers are, know, killing always another one around corner.",333
"1105","doc 1653","- yeah people use opioids want stronger stuff. heard. kind flock it.",108
"1106","doc 1654","km - well, almost always kills now. usually get second chance heroin. like philip seymour hoffman, finally took fentanyl kill him. fentanyl. hit places hit alex batch like, bad batch, come weekend. dying [repeatedly hits table mimic people dying] just dropping october weekend. one them. red warned him, goes, careful strong stuff, good stuff. alex's text picked drugs were, everyone knows now. even girlfriend parents. got one last high done, done. guy wrote back said famous last words junky dude. alex's phone defendent see (?). attorneys still hearings stuff. go trial because, name name, want testify junky want testify, do? heroin revive narcan witness.",1101
"1107","doc 1655","- oh go between?",23
"1108","doc 1656","km - go between. would've guy absolutely without doubt say saw transaction. even though doubt, know mean?",163
"1109","doc 1657","- guy get convicted?",37
"1110","doc 1658","km - did, got 15 years instead life. also, have. boy's name mike evgen lived near us. lived street taken out. cartel thing like, know. rather just_go lethal injection own.",310
"1111","doc 1659","- still alive?",24
"1112","doc 1660","km - amazing. think_knows why. alex's attorney put prison sober make testify. then, october 8th. got 6th overdosed 7th. knew going work. told federal prosecutor, said not, say feel that? said, want brought. going want kid, 23, want witness. just don't. don't. incredible junky friends died, think_just wants die. parents junkies too.",648
"1113","doc 1661","- think wants die?",31
"1114","doc 1662","km - oh yeah. everybody knows dad. news kept saying, alex milun's good friend just_like, uh-uh,",132
"1115","doc 1663","- good friend",27
"1116","doc 1664","km - good friend all. just mike. yet mike keeps just dying ton narcan, think another problem another pharmaceutical boom narcan just keep reviving every junky. bandaid. another money maker. now, appealed september. mike's family know mike just, know. think going call in.",430
"1117","doc 1665","- appealed? jamie?",34
"1118","doc 1666","km - think plead. think that. guess federally can. that.",123
"1119","doc 1667","- plead guilty?",21
"1120","doc 1668","km - plea deal. know gotten 20, plea deal, 15. now appealing it. know call mike january judge (unclear 1:26:48).",202
"1121","doc 1669","- county? anoka?",30
"1122","doc 1670","km - hennepin. also got charges anoka. murder charges. mean, guy.",85
"1123","doc 1671","- dealing?",36
"1124","doc 1672","km - mhmm. thing is, important thing know now, people catching, alex first person tried federally, since others. guys addicts matters. mcclullen addict",259
"1125","doc 1673","neither colleen ronnei.",28
"1126","doc 1674","- beverly burrell, went one day trial.",54
"1127","doc 1675","km - okay well colleen's friend mine lost luke one eden prairie police. saw story? [grunts]",142
"1128","doc 1676","- met alex passed away?",40
"1129","doc 1677","km - think important note dealers rich. addicts. different feeling them. aren't. just rich. otherwise mcclullen $400,000 stashed away plymouth warehouse, storage facility. beverly addict. whatever name is. fact feed their... mean alex sold heroin it. people addicts makes extra dangerous. care dies. seeing mcclullen stand cry, big ass, tough guy. actually said this, know, kids food stamps, go gas station buy candy [mocks crying voice], even think food stamps, get candy food stamps. gas station. actually said that. wanted like, well taking big stash time giving lunch. guy just idiot. course",1051
"1130","doc 1678","get mother face screaming you. mother.",62
"1131","doc 1679","- happened you?",26
"1132","doc 1680","km - federal court. mhmm. allow it. keep warning her. going leave. like, no, get one chance. outside courtroom daughter's face, ""your son, brother, nobody told put arm,"" know usual stuff. bother really bothered amanda never went_back. kind clammed up.",383
"1133","doc 1681","- family now?",29
"1134","doc 1682","km - screwed up. yeah. constantly this.",50
"1135","doc 1683","- talking it.",30
"1136","doc 1684","km - talking writing even got, know peter yarrow is? peter, paul, mary. alex died, put one favorite songs great mandala. alex also liked peter, paul, mary like mom. always really_liked peter yarrow. reached got back me. wrote beautiful, beautiful letter also read judge eng (drugs ruining? 1:28:00) kind stuff. want work raising, mom says old man going do? reached admired many levels. grew harmonizing just_think song, great mandala, tweak words little_bit. know song, look richie havens. [sings] ""take place great mandala."" got listen it. gracious. someone asked, well want happen? well, really_like happen thing done stand cancer. want televised, money. think stand cancer is, know. stand cancer, know cancer funding pretty good cancer. might problem this? stand awareness. shame. get people_like peter yarrow nobody knows is,",1394
"1137","doc 1685","- knows lot_people",29
"1138","doc 1686","km - sure, master. heart good. always right place. just_think get katy perry russell brand. somebody like_that. recovering heroin addict. just say spotlight know through. lost brother, lost friend. just make it, hate say, hip. sorry hollywood does. make cool talk things. shame. drum money. want going materialize myself. mean, anyone really talking it? mean, might say well think_just heard today show.",691
"1139","doc 1687","- well many articles paper now opioid crisis, opioid crisis. know constantly hearing not, nothing happening around shame stigma around it. just hearing terrible statistics. like hiv. really, really, really, incredible parallels around gay community death trauma dealing anyone recognized it.",450
"1140","doc 1688","km - funny. exactly. still certain amount, time. remember.",92
"1141","doc 1689","- yeah come far gay community education around hiv awareness.",87
"1142","doc 1690","km - oh yeah. yet, said last august talk, said, know, vietnam, killing tenfold people happened vietnam. know current reference know mean. think shame. also shame vietnam. country founded shame. kind guess really tuned shame first time realized shame channel 11, remember piece channel 11? lindsey seavert called happy talk her. first messaged me. first said, oh be. says oh well just_get anyone talk because, well assumed know why, tv, easy do.",704
"1143","doc 1691","- no. 2016?",26
"1144","doc 1692","km - aired may '16.",28
"1145","doc 1693","- said get anyone talk?",50
"1146","doc 1694","km - well why. break heart, nothing will. well found ton people talk us got names coroner's reports death, told families kid died aneurysm, weird heart problem, flu. everything can think except that. said will let side veil. seen since now. people died block live in. someone's 49 year old friend died. 49. older. nobody knew addict. hit tree west here. fireman. ton people funeral. somebody confided me, friend paul, said_known family whole life, feel like_know. said too. funeral know. hundreds, hundreds, hundreds people said freak accident. talk shame bury many kids. know judge going to. imagine. easy say except noah found dead. people, colleen, becky, find kids themselves, or, said, oh heart problem know about. easy do. believe that. heartbreaking.",1337
"1147","doc 1695","- talking ability speak it?",63
"1148","doc 1696","km - ability, shame speak up. imagine lying.",64
"1149","doc 1697","- oh people versus women met, moms met.",80
"1150","doc 1698","km - right. changing. changing. now incorporating obituaries.",110
"1151","doc 1699","- people speaking up. personal choice.",70
"1152","doc 1700","km - think put alex's make part funeral. addiction. think saddest thing ever heard. continue say proud alex. article wrote, somebody saw east coast runs federal opiate symposium, may want speak fall. mom it.",364
"1153","doc 1701","- talked article talking article judge eng? talking something else?",130
"1154","doc 1702","km - yes. article newsletter. pay thing newspaper change ending make nicer.",142
"1155","doc 1703","- [laughs] can send original.",45
"1156","doc 1704","km - well, just something effect judge great. sure flames will licking ass. little south dakota woman said, goes, ""this family paper, say licking behind backside?"" like_just change it. ruin said backside. need go awareness first. awareness stigma shame. big pharma, talked large, huge platform, big pharma, ridiculous.",532
"1157","doc 1705","common denominator between, oh kids many problems now, well dead 1979. now dead. why? well money. now opiate induced constipation pills. narcan too, leave narcan out.",243
"1158","doc 1706","- different opinion narcan can talk off.",82
"1159","doc 1707","km - feel that? okay. well, obviously need need high_schools things_like_that. can make lot_people live. saying need it. need gymnasiums, need stores, need pedalled. foundations, foundation hard say, raised like $333,000 narcan saying, bandaid. country does. need narcan need bandaid answer. need reform. legislate way go people. somewhere alex got this, hands naming amy klobuchar. like [sighs], amy klobuchar? mean, please. wellstone, have. sanders, know, have. go people_like everything. go people effectively change.",925
"1160","doc 1708","- ground up.",25
"1161","doc 1709","km - yeah. then, that, prison systems. just knocking one time. done kid died? no. got honest. just wouldn't. even know writing this.",214
"1162","doc 1710","- right, right, wouldn't.",38
"1163","doc 1711","km - like trying selfish like_got pancreatic cancer crusade somehow, somebody, quickly, find pancreatic cancer pills me. like_that.",206
"1164","doc 1712","- larger social crisis problem.",54
"1165","doc 1713","km - yes, course. stand it. every time see little face. facebook day grandmother posted picture hibbing. 14 year old grandson died. hospital. said, last picture ever have. rock on, grandma.",283
"1166","doc 1717","km - hit me. oh yeah, yeah. 14.",35
"1167","doc 1718","- yeah, noticed lately.",37
"1168","doc 1719","km - grandma said small amount opiates system. okay, going kill you, whatever. without asking son anything put facebook, saying kid killed, know. shared billion times. need. face. could, went go see alex morgue, that'll piece. see piece channel 11 all?",425
"1169","doc 1720","- might years ago.",35
"1170","doc 1721","km - just year ago may. alex died '15.",59
"1171","doc 1722","- whole series stories?",55
"1172","doc 1724","- oh yeah, see it. found other, letter. saw letter.",93
"1173","doc 1725","km - okay. almost took picture everyone went, ""no!"" obviously shock. see child like_that, said piece, little eyelashes ones baby. haunts me, [cries], want anybody else alex. just, take anymore. thing option. often men, way. sorry say. represented [unclear 1:43:29] dads absent. know denial. know is. admire women even before. amazing. something society. step back, step out, need dads. remember, good dad. decent person.",778
"1174","doc 1726","- right think privilege culture, stepped forward. white men, middle class affluent white men, stepping forward issue. little more. get accused overly emotional. oh kid passed away therefore acting emotional. new campaign. get accused that.",371
"1175","doc 1727","km - no. maybe menopause. period anymore. still get period? just_like mom. mom's like want old missy kissy back old nickname_just_like, ""well gone, get it"" many marriages (unclear 1:44:55) set well forefront. understand, us thinking women, everybody different way grief everybody going advocate. understand that, like,",490
"1176","doc 1728","hearing go?",27
"1177","doc 1729","- oh even supported way.",45
"1178","doc 1730","km - well, like women friends supportive.",49
"1179","doc 1731","- mean marriage.",34
"1180","doc 1732","km - alex died, hope. just_kind disdain. think lot women feeling try get boyfriends, husbands, ever involved. sad commentary. think, said, behind every movement ever been, masses people behind it. legislation. case masses people dead ones.",378
"1181","doc 1733","- right. going advocate them?",49
"1182","doc 1734","km - children children's children. madness people even realizing all. know talk is, know chris johnson right?",199
"1183","doc 1735","- yeah, interviewed him.",33
"1184","doc 1736","km - love him. different. love engineered epidemic true whether want believe not, going here. even alex tried tell things, like, know did? maybe just too...",266
"1185","doc 1737","- yeah telling using.",55
"1186","doc 1739","- talking around it.",31
"1187","doc 1740","km - around also writing letters prisons way that. probation wanted write letters said no, no, no, no. no, no, no. realized dumb. now voice. speak anymore yet speaks. speak. alex shown many times. there.",374
"1188","doc 1741","- powerful, kirsten. really powerful.",56
"1189","doc 1742","km - funny can shake religious dogma alex died. became spiritual. always like, ""well, mean going_go church christmas?"" just. realize now_right that, kind dogma. puts shame? mean, religion man made obviously, part shame everything coming behind man made religions. lot shame comes from. whether gay rights, judgement. way spiritually connected god ever before. oh yeah. mean, get it, know. thank alex! although step mom thinks probably going hell. probably anyway. way something feel larger scale here, get esoteric, vibration, just_going say it, raising whole vibration country, kind thing, kind trump. cheeto. get there, did, change, people go, ""oh god! look happened!"" get there. going freak that. going make changes people need fight fights, needs happen always another election. happens. think nation, many, many levels next five years going wake way never seen before. people waking up. mean, literally waking really going_on. ugly, horrible,",1533
"1190","doc 1743","say wail, lately, lot, look bigger picture, amazing thing. almost beautiful. mean, part. really taking picture trying look it. way can really survive. or, can go little, sit around watch tv, drink night, go bar. can that, that. story nutshell.",440
"1191","doc 1745","km - welcome. good luck editing everyone.",54
"1192","doc 1752","richard moldenhauer-rm",22
"1193","doc 1755","rm: hi, name richard moldenhauer give permission record interview.",87
"1194","doc 1757","rm: grew little town called river falls, wisconsin. born raised there. public education kindergarted twelfth grade. also attended college—both graduate undergraduate—at river falls. bachelor science degree psychology river falls master’s science education river falls. spent large portion life there. currently still reside wisconsin. i’ve worked substance abuse treatment wisconsin minnesota. i’ve worked pretty much levels substance abuse treatment. i’ve done everything [unclear] psych dual diagnosis outpatient halfway homes, adolescents, adults, pretty much wide variety everything like_that. well junior high high_school. i’m child. i’m married children. kind american story guess.",885
"1195","doc 1759","rm: live outside river falls now country.",58
"1196","doc 1761","rm: first started college wanted physician—an osteopath. originally pre-med. way river falls time orchestrated college courses pre-med still declare major minor things_like_that. chose psychology interest really doctor osteopathic medicine focus psychiatry. psychology logical fit. took biology chemistry stuff gravitated towards psychology.",507
"1197","doc 1762","finished undergraduate, wasn’t way undergraduate started lose lot biochemistry doctor part interested softer science behavioral aspects it. maticulated graduated turned around went graduate school river falls msc—master’s science education focus community counseling.",401
"1198","doc 1763","first job human services started fall ‘83 residential group foster home outside river falls male, court ordered almost substance use disorder problems behavioral conduct problems. court stuff like_that.",281
"1199","doc 1765","rm: yes, juvenile. piece employment contact today’s world call comorbid disorders—dual diagnosis cod even though different terms then.",184
"1200","doc 1767","rm: depend talked to. dual diagnosis. time still lot primary? secondary? initial etiology versus symptomatic outcropping?",192
"1201","doc 1769","rm: yes, much today. depending talk lot mental_health folks tell substance use symptom underlying mental_health etiology. talked traditional substance abuse people tell appears mental_health symptoms just roller coaster jellinek chart intoxication withdrawal things_like_that.",413
"1202","doc 1770","time going school. graduated time went enrolled graduate school. enrolled locked dual diagnosis program prescott, wisconsin, closed now. locked adolescent adult. technically psychiatric facility dual disorder people. increased level acuity impairment. mid late eighties now. primary substance see floating around area alcohol—always always will be. lot marijuana. saw increased smattering substances now really proliferated. saw heroin, pharmaceutical stuff, much. tail end powder cocaine crack days.",810
"1203","doc 1772","rm: folks coming facility time demographics time older people. look today’s numbers primary demographic early twenties. time primary demographic much older—in forties early fifties.",295
"1204","doc 1774","rm: yeah. long-term users. heroin time initial drug gateway drug. heroin like last rung ladder. people using heroin back days mid late eighties folks already gone alcohol cannabis done crack everything else. heroin last thing move into. today’s world see heroin pharmaceutical opiates used maybe original substance introduction, certainly much earlier age faster onset pervasiveness greater acuity. heroin floating around today—the bureau criminal apprehension lab, heroin analysis, they’ll tell purity heroin today vastly increased eighties timeframe. heroin purity samples twenty odd percent pure. today bca spectral analysis finds stuff eighty percent purity. today cut things_like fentanyl carfentanil, makes multiple times stronger.",1070
"1205","doc 1776","rm: little different much closer age them. three, four, five years older versus staff facility easily collective parents’ age. advantages disadvantages that. know sitting around listening top forty stations? knew music knew versus staff still buddy holly beatles timeframes. familiar terms, lingo, music, culture early eighties timeframe versus staff weren’t. difficulties seen staff person someone degree authority decision making trying involved therapeutic process close age time lines opportunity blur. lot work effort delineate line rick staff person rick might see walking main street.",1044
"1206","doc 1778","rm: age certainly possibility. someone ran with.",113
"1207","doc 1780","rm: number jobs overlapped there’s really clean a, b, c. worked metropolitan clinic counseling number years eap [employee assistance program] work ge [general electric] number years eden prairie. telephonic. ge huge multi-national, international organization, lot stuff assessment referral, telephone types things. worked prairie island reservation adolescent youth substance abuse counseling. worked hudson memorial hospital type thing. worked dakota county detox. go_back look resume. many try remember. worked veteran’s home hastings three years came i’ve since 2001.",855
"1208","doc 1782","rm: i’ve got chart going back 1995 right_now, can give whole thing ‘95 2016. minnesota number one substance people come treatment forever will alcohol. it’s little fifty percent. talking client identifies primary substance time admission treatment center. data collection methodology use called eaaens. so, slightly fifty percent identify primary substance alcohol. span time second common type substance abuse marijuana just couple years ago. overtaken pharmaceutical opioids now taken heroin methamphetamine. cannabis primary substance actually become kind b-squad. prevalent defined primary substance time admission. alcohol use still king hill, would, heroin methamphetamine.",997
"1209","doc 1783","couple general trends, would, people coming treatment back early mid-nineties still thought single substance primary single substance: just drink. primary thing cannabis, primary thing cocaine. today, mono-drug user just doesn’t seem exist anymore. today will stated preference something, it’s drug choice. it’s preference continuum. prefer use b c d. it’s question available can get.",599
"1210","doc 1784","speedballing really popular mid late eighties kind went away now, come back again. speedballing heroin cocaine back today speedballing heroin methamphetamine.",222
"1211","doc 1785","one things notice time trends patterns ebb flow, come go. alcohol still wears crown, underneath see lot changes. see lot notable changes particular age range. substance combination different demographic. pharmaceuticals heroin used forty fifty year old age range back eighties now twenty twenty-four years old. age first treatment episode individual identifies heroin pharmaceutical opioid half twenty, twenty-five years ago. primary presenting client much younger. depending part state look specific concentrations heroin particular. around reservations particular. disproportionality american indians compared prevalence population vastly greater general population.",955
"1212","doc 1787","rm: has. look pure, raw treatment numbers caucasian highest just everything eighty-odd percent minnesotans identify white. state demographer’s statistics will see people self-identify american indian 1.1 percent population minnesota, yet break drug choice pharmaceutical drugs versus heroin versus methamphetamine even general treatment numbers generally speaking control incidents thousand—in research epidemiology one ways try demonstrate prevalence something given population make level playing field. incidents hundred incidents thousand just general way that. treatment admissions substance abuse american indians eight per thousand versus races combined little_bit one per thousand. go heroin methamphetamine opiates goes anywhere eight fifteen per thousand versus races combined. hugely disproportionate overrepresentation opiates methamphetamine people self identify american indian versus races minnesota. can send slides. see played population demographics self identified american indian geography minnesota. maps see darker areas almost exlusively around reservations. one exception hennepin county, immediately contiguous reservation, however large percentage american indians around phillips little earth area.",1682
"1213","doc 1789","rm: kind carry two job titles here. public union, principal planner. technical job classification according union. one insular duties carried since started state opioid treatment authority, used called state methadone authority, changed title four years ago.",356
"1214","doc 1791","rm: used methadone treatment programs now expanded medications besides just_methadone. methadone, buprenorphine, called wam acronym, see vivitrol. wanted expand title inclusive rather just identifying particular medication: methadone.",319
"1215","doc 1793","rm: it’s better descriptor problem solution—i don’t like word solution—intervention instead just targeting one particular thing.",150
"1216","doc 1795","rm: well, view addiction whatever substance happens multifactoral issue, whatever want call it: disease, disorder, maladaptive coping skill. lot schools thought philosophies that. don’t think professional agency solution. single solution. science isn’t good. don’t addiction pill solve resolve everything. look dsm-5 addiction, today’s world talk substance use disorder lot changes dsm—the diagnostic statistics manual. look current edition specified moderate severe, symptom constellations, certain numbers mean mild, moderate, severe. degree volition involved that. passive exposure something qualify addiction. somebody may intoxication inhalant work industry, volitional effort part concentrate it—it passive exposure inhaled sewer gas hallucinated—they addict sense fetus born neonatal abstinence withdrawal syndrome gestational exposure child, baby, fetus, will recognized withdrawal syndrome, baby addict volitional choice. mom used baby board baby got parent compound metabolite, versus volitional choice going purchasing using stuff like_that. think diagnosing. [laughs]",1634
"1217","doc 1797","rm: state least one opioid treatment program sota—state opioid treatment authority. forty-eight us right_now scattered throughout country. part sota role work go-between state federal agencies regulate opioid treatment programs. folks try knit stuff together them. minnesota right_now seventeen opioid treatment programs. one residential sixteen outpatient. licensed regulated variety different agencies state federal.",576
"1218","doc 1799","rm: used referred methadone programs.",55
"1219","doc 1801","rm: function go-between one way describe it. actual regulatory authority guy goes around tries knit everything together. will state federal level requirements things i’m one explains knits everything together. rule 31 license. division licensing enforce that. registered narcotics treatment program dea enforce that. accreditation body like [unclear]. i’m guy runs around knits together. keep whole machine working.",619
"1220","doc 1803","rm: couple noticeable changes clientele served method service delivery. clientele served back conversation twenty odd years ago almost exclusively heroin addicts. didn’t often find pharmaceutical opioid addict. today lot pharmaceutical opioid addicts. today’s world lot folks coming using heroin folks coming four, five, six years ago using pharmaceutical opioids. started vicodin, percodan, percocet either result legitimate medical etiology—sprain, break, tear—or substance time now converted heroin.",715
"1221","doc 1804","couple reasons that. changes scheduling pharmaceuticals. examination individual practitioners larger chains clinics hospitals around prescriptive practices. it’s easy get prescriptive opioids used be. pool people active addiction opioid source starts diminish will come can get more, stronger, cheaper. migration substance use.",530
"1222","doc 1805","see change patient profile. used forties fifties now twenty twenty-four year olds. gender changed little_bit much. vast discongruence racial breakdowns too. used primarily caucasian black. now primarily native american. shift that.",350
"1223","doc 1806","treatment intervention standpoint methadone laam two original fda approved medications used.",116
"1224","doc 1808","rm: levacetylmethadate. went market years ago. concern causing cardiac arrhythmia called qt prolongation. gone can’t find anymore. left methadone sole pharmaceutical time. now methadone, buprenorphine products like suboxone subutex different formulations those. tablets, strips, et cetera. vivitrol now, injectible. others.",458
"1225","doc 1809","part desire change name state methadone authority state opioid treatment authority reflection changes drug choice primary substance abuse longer almost exclusively heroin pharmaceutical pills well treatment intervention aimed solely methadone methadone buprenorphine products whatever next intervention pharmaceutical happens be.",449
"1226","doc 1811","rm: change acuity patients well—the clients would—as well age demographics geographic areas. used heroin primarily found large, major metropolitan areas. you’d see minneapolis, st. paul, duluth, rochester. now maps indicate everywhere. it’s just big city drug anymore.",380
"1227","doc 1812","along responsive changes system. delivery substance abuse treatment. go_back mentality—the zeitgeist—in early mid-eighties everyone went detox, twenty-eight day resident care, six months halfway home didn’t work wasn’t system wasn’t responsive needs weren’t motivated hadn’t hit rock bottom yet.",440
"1228","doc 1814","rm: back accepted standard things_like hot seat. put chair big circle just pepper statements questions broke cried hit rock bottom. rebuild type methodology.",285
"1229","doc 1816","rm: just searched ‘minnesota model’ ‘hot seat’ will find agencies today believe kind methodology. decreasing. real awakening today’s world think referred cod dual diagnosis co-occurring disorder. popular term. work adjunct faculty graduate school degree master’s confirmant cod well certification program cod. real awakening idea aren’t just addict don’t just_mental_health issues. can time. often one play interlaced other. part awakening change awareness clients coming today acute used be.",795
"1230","doc 1817","minnesota called sixth dimension model. modification american society addiction medicine’s patient placement criteria. six different dimension zero four severity acuity rating. people coming system today simply acute used be. younger, severely affected impacted younger ages used be. can purity drug. can social nature heroin particular. look different drugs different culture built around. heroin particular see community drug. people will individually shoot heroin, will also groups vein see people use marijuana part culture marijuana will fire one pass around room versus tobacco cigarettes don’t see that.",957
