"","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience"
"536","280",2,"Taking substances dangerous driving car dangerous much danger want take individual decision","91","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"537","281",1,"basically contract signed get things place July 1st","51","Anderson_Greg","Social worker",NA,TRUE,NA
"538","281",2,"think view free","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"539","282",1,"real interesting process","24","Anderson_Greg","Social worker",NA,TRUE,NA
"540","282",2,"think society long harm much right interfere","44","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"541","283",1,"saying things includes beds managed detox","41","Anderson_Greg","Social worker",NA,TRUE,NA
"542","283",2,"individual opinion","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"543","284",1,"parts think special particular","30","Anderson_Greg","Social worker",NA,TRUE,NA
"544","284",2,"say opinion outlier","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"545","285",1,"rapid response overdose victims","31","Anderson_Greg","Social worker",NA,TRUE,NA
"546","285",2,"think argument now general much interference state acceptable","61","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"547","286",1,"collaborating Duluth police Lake Superior Drug Violent Crime Task Force","71","Anderson_Greg","Social worker",NA,TRUE,NA
"548","286",2,"public health discussion","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"549","287",1,"Jeff","4","Anderson_Greg","Social worker",NA,TRUE,NA
"550","287",2,"much government make citizens certain way","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"551","288",1,"Kazel give lot detail","21","Anderson_Greg","Social worker",NA,TRUE,NA
"552","288",2,"right wrong","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"553","289",1,"particular piece looking expansion Narcan access","48","Anderson_Greg","Social worker",NA,TRUE,NA
"554","289",2,"norm decide","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"555","290",1,"able provide Narcan training use substance","42","Anderson_Greg","Social worker",NA,TRUE,NA
"556","290",2,"see people patients call","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"557","291",1,"target law enforcement agencies St. Louis County","48","Anderson_Greg","Social worker",NA,TRUE,NA
"558","291",2,"Patient clients","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"559","292",1,"think sometimes get lost details sure also possibly include emergency responders definitely law enforcement agencies St. Louis County","133","Anderson_Greg","Social worker",NA,TRUE,NA
"560","292",2,"many say co-occurring mental health issue","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"561","293",1,"partnering substance use prevention intervention initiative social workers provide rapid response regard follow support","119","Anderson_Greg","Social worker",NA,TRUE,NA
"562","293",2,"Practically","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"563","294",1,"try get see individual days","27","Anderson_Greg","Social worker",NA,TRUE,NA
"564","294",2,"come treatment","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"565","295",1,"Friday evening probably able Monday","35","Anderson_Greg","Social worker",NA,TRUE,NA
"566","295",2,"ones see treatment","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"567","296",1,"able get individual provide Rule assessment first step access treatment provide alternatives supports applicable necessary","122","Anderson_Greg","Social worker",NA,TRUE,NA
"568","296",2,"many studies well co-occurring psychiatric diseases","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"569","297",1,"Trying establish contact early possible get things place provide support","72","Anderson_Greg","Social worker",NA,TRUE,NA
"570","297",2,"system diagnosis DSM","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"571","298",1,"filling gap enough resources enough people treat quickly","56","Anderson_Greg","Social worker",NA,TRUE,NA
"572","298",2,"end disorders","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"573","299",1,"hoping nice fit regards detox expansion","39","Anderson_Greg","Social worker",NA,TRUE,NA
"574","299",2,"many co-occurring disorders","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"575","300",1,"thing know need exceed supply Duluth Detox able bring individuals provide place stay get program","96","Anderson_Greg","Social worker",NA,TRUE,NA
"576","300",2,"Schizophrenia percent population treat","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"577","301",1,"Gary Olson Duluth Detox working north St. Louis County Range Detox Virginia Minnesota able Range Detox staying Range Detox able brought Duluth Detox program","156","Anderson_Greg","Social worker",NA,TRUE,NA
"578","301",2,"general population percent fold","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"579","302",1,"working ways","12","Anderson_Greg","Social worker",NA,TRUE,NA
"580","302",2,"see percent ADHD","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"581","303",1,"possible openings available","27","Anderson_Greg","Social worker",NA,TRUE,NA
"582","303",2,"general population percent","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"583","304",1,"discussions transportation Ely bringing people","46","Anderson_Greg","Social worker",NA,TRUE,NA
"584","304",2,"forty percent panic disorders personality disorders","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"585","305",1,"thing gets lost St. Louis County geographically bigger states mainland","70","Anderson_Greg","Social worker",NA,TRUE,NA
"586","305",2,"just psychiatric disorders","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"587","306",1,"got large geographical area","27","Anderson_Greg","Social worker",NA,TRUE,NA
"588","306",2,"Disorders infections HIV liver diseases","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"589","307",1,"thing reminded regular basis St. Louis County massive dealing services issues related urban rural settings","106","Anderson_Greg","Social worker",NA,TRUE,NA
"590","307",2,"person comes seeking treatment addiction evaluated things right away","68","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"591","308",1,"need able understand put things place address things areas","58","Anderson_Greg","Social worker",NA,TRUE,NA
"592","308",2,"integrated way","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"593","309",1,"helps grown small farm able better connect understand things","60","Anderson_Greg","Social worker",NA,TRUE,NA
"594","309",2,"come substance problem addiction clinic","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"595","310",1,"always discussions happens","26","Anderson_Greg","Social worker",NA,TRUE,NA
"596","310",2,"job try check disorders easy beginning want see shrink","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"597","311",1,"happens","7","Anderson_Greg","Social worker",NA,TRUE,NA
"598","311",2,"come substance disorder start asking psychiatric problems hard","62","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"599","312",2,"job try involve disciplinary approach","37","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"600","313",1,"Well got apple got orange","25","Anderson_Greg","Social worker",NA,TRUE,NA
"601","313",2,"work integrated way psychiatry internal medicine social work","60","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"602","314",1,"make orange juice apple","23","Anderson_Greg","Social worker",NA,TRUE,NA
"603","314",2,"try offer roof unclear frequent experience understand","53","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"604","315",1,"make apple pie orange","21","Anderson_Greg","Social worker",NA,TRUE,NA
"605","315",2,"difficult see doctors different disorders treat together place","62","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"606","316",1,"apple juice orange juice","24","Anderson_Greg","Social worker",NA,TRUE,NA
"607","316",2,"try prioritize treat disorder impairing moment patient problem patient wants work","81","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"608","317",1,"great metaphor","14","Anderson_Greg","Social worker",NA,TRUE,NA
"609","317",2,"try motivate get sense disorders motivate get treatment well force","66","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"610","318",1,"ideal world stand today think crisis solved","43","Anderson_Greg","Social worker",NA,TRUE,NA
"611","318",2,"modest scope actually engage work","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"612","319",1,"vantage point figuring money coming","35","Anderson_Greg","Social worker",NA,TRUE,NA
"613","319",2,"low levels resources goals small","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"614","320",1,"see solved anytime soon","23","Anderson_Greg","Social worker",NA,TRUE,NA
"615","320",2,"resources person","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"616","321",1,"needs community effort got got OARS group","41","Anderson_Greg","Social worker",NA,TRUE,NA
"617","322",1,"well documented past years law enforcement judicial legal system arrest problem","79","Anderson_Greg","Social worker",NA,TRUE,NA
"618","322",2,"adapt therapy resources client patient","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"619","323",1,"need address prevention intervention standpoint","47","Anderson_Greg","Social worker",NA,TRUE,NA
"620","323",2,"important process try identify much person wants focus try make understand","74","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"621","324",1,"need provide support services individuals dealing addiction need able outreach provide education support community better understanding addiction substances drugs individual process also communicate fact individuals dealing choice","230","Anderson_Greg","Social worker",NA,TRUE,NA
"622","324",2,"important inform offer information education make decision","58","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"623","325",1,"dealing afflicted disease","25","Anderson_Greg","Social worker",NA,TRUE,NA
"624","325",2,"along decision","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"625","326",1,"key points trying work constant basis stigma","44","Anderson_Greg","Social worker",NA,TRUE,NA
"626","326",2,"important","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"627","327",1,"need able remove stigma associated chemical dependency addiction","64","Anderson_Greg","Social worker",NA,TRUE,NA
"628","327",2,"find trying tone expectations patients","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"629","328",1,"similar effort needs regards mental health","42","Anderson_Greg","Social worker",NA,TRUE,NA
"630","328",2,"come already burdened expectations gathered environment living","62","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"631","329",1,"stigma hard individual come say addicted heroin","47","Anderson_Greg","Social worker",NA,TRUE,NA
"632","329",2,"say","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"633","330",1,"need help many signs reactions people like get","46","Anderson_Greg","Social worker",NA,TRUE,NA
"634","330",2,"take step step","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"635","331",1,"worth","5","Anderson_Greg","Social worker",NA,TRUE,NA
"636","331",2,"Yeah want","9","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"637","332",1,"want","4","Anderson_Greg","Social worker",NA,TRUE,NA
"638","333",1,"making bad choices want","23","Anderson_Greg","Social worker",NA,TRUE,NA
"639","333",2,"see","3","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"640","334",1,"Just get","8","Anderson_Greg","Social worker",NA,TRUE,NA
"641","334",2,"problem","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"642","335",1,"time help","9","Anderson_Greg","Social worker",NA,TRUE,NA
"643","335",2,"extrinsic motivation strong","27","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"644","336",1,"type thing","10","Anderson_Greg","Social worker",NA,TRUE,NA
"645","336",2,"try evocate motivation","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"646","337",1,"think progress made","19","Anderson_Greg","Social worker",NA,TRUE,NA
"647","337",2,"motor really works","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"648","338",1,"Just discussions experiences fortunately first hand experience","62","Anderson_Greg","Social worker",NA,TRUE,NA
"649","338",2,"said often see patients first time crisis","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"650","339",1,"blessed far family","18","Anderson_Greg","Social worker",NA,TRUE,NA
"651","339",2,"first idea difficult time life","30","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"652","340",1,"listening seen spouse child sibling see understand fact choice","62","Anderson_Greg","Social worker",NA,TRUE,NA
"653","340",2,"stop using","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"654","341",1,"just amplifies importance support groups Nar Verne Wagner involved mutual experiences people share","98","Anderson_Greg","Social worker",NA,TRUE,NA
"655","341",2,"think solution hear bad use stop","32","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"656","342",1,"ends snowball like good things grow passing information communication","69","Anderson_Greg","Social worker",NA,TRUE,NA
"657","342",2,"hard time try stop idea okay","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"658","343",1,"need address things prevention intervention prevention","54","Anderson_Greg","Social worker",NA,TRUE,NA
"659","343",2,"try analyze take time talk patient start realize single problem resolve just stopping use substance","99","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"660","344",1,"solve lot just addressing thing","31","Anderson_Greg","Social worker",NA,TRUE,NA
"661","344",2,"contrary even make problems bigger","34","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"662","345",1,"reactive instead","16","Anderson_Greg","Social worker",NA,TRUE,NA
"663","345",2,"Many patients way structure lives routine","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"664","346",1,"come education chemical dependency","34","Anderson_Greg","Social worker",NA,TRUE,NA
"665","346",2,"alternative moment","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"666","347",1,"school","6","Anderson_Greg","Social worker",NA,TRUE,NA
"667","347",2,"take away left","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"668","348",1,"learned job","11","Anderson_Greg","Social worker",NA,TRUE,NA
"669","348",2,"good place","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"670","349",1,"basically learned job","21","Anderson_Greg","Social worker",NA,TRUE,NA
"671","349",2,"try explain patients find alternatives","38","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"672","350",1,"life experience","15","Anderson_Greg","Social worker",NA,TRUE,NA
"673","350",2,"cut take away much better position alternatives already decide reduce take substance use away","93","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"674","351",1,"younger days Twin Cities social active lifestyle relationships individuals started great sudden","95","Anderson_Greg","Social worker",NA,TRUE,NA
"675","351",2,"Never alternatives","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"676","352",1,"good","4","Anderson_Greg","Social worker",NA,TRUE,NA
"677","353",1,"Ended leaving relationship getting relationship sudden thing starts happening","77","Anderson_Greg","Social worker",NA,TRUE,NA
"678","353",2,"Obviously require detox","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"679","354",1,"like wow","8","Anderson_Greg","Social worker",NA,TRUE,NA
"680","354",2,"useless","7","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"681","355",1,"interesting piece established good friendship particular individual grad school part chemical dependency group veteran hospital","127","Anderson_Greg","Social worker",NA,TRUE,NA
"682","355",2,"patients forty times","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"683","356",1,"Listening stories individuals dynamics tied relationship addiction","66","Anderson_Greg","Social worker",NA,TRUE,NA
"684","356",2,"many treatments kind want","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"685","357",1,"Hearing kind explained earlier life experiences","47","Anderson_Greg","Social worker",NA,TRUE,NA
"686","357",2,"time weeks relapse prove","24","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"687","358",1,"Basically work","14","Anderson_Greg","Social worker",NA,TRUE,NA
"688","358",2,"failed failure","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"689","359",1,"matter child protection working elderly","39","Anderson_Greg","Social worker",NA,TRUE,NA
"690","359",2,"use approach","12","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"691","360",1,"chemical dependency addiction part work","39","Anderson_Greg","Social worker",NA,TRUE,NA
"692","360",2,"really useful","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"693","361",1,"things working department standpoint Substance Abuse Prevention Intervention Initiative attempting put substance use disorder training core training function new social workers new employees coming department","208","Anderson_Greg","Social worker",NA,TRUE,NA
"694","361",2,"Sometimes people say abstinence true","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"695","362",1,"yet getting much closer","23","Anderson_Greg","Social worker",NA,TRUE,NA
"696","362",2,"think abstinence state good useful depends situation","52","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"697","363",1,"wonderful training department St. Louis County","46","Anderson_Greg","Social worker",NA,TRUE,NA
"698","363",2,"per say good bad","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"699","364",1,"lot work basically getting quarterly trainings set","50","Anderson_Greg","Social worker",NA,TRUE,NA
"700","364",2,"depends context","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"701","365",1,"Parental substance use disorder ABC addiction","45","Anderson_Greg","Social worker",NA,TRUE,NA
"702","365",2,"say said stopped using heroin meth see drinking beer triggering desire know people quit think beer forty hours using meth","121","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"703","366",1,"SBIR Screening Brief Intervention Referral training brief intervention referral treatment screening piece","105","Anderson_Greg","Social worker",NA,TRUE,NA
"704","366",2,"managed environment","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"705","367",1,"need Ph.D. master","17","Anderson_Greg","Social worker",NA,TRUE,NA
"706","367",2,"person say never beer","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"707","368",1,"need college education able","27","Anderson_Greg","Social worker",NA,TRUE,NA
"708","368",2,"job work triggers","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"709","369",1,"Basically able ask open ended questions allow individual share able listen situation develop enlightenment risks involved","121","Anderson_Greg","Social worker",NA,TRUE,NA
"710","369",2,"think education important explain mechanisms happening","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"711","370",1,"individual easy saying well need get drive home night","53","Anderson_Greg","Social worker",NA,TRUE,NA
"712","370",2,"think pretty important","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"713","371",1,"phone numbers call","18","Anderson_Greg","Social worker",NA,TRUE,NA
"714","371",2,"People feel less victim becomes happening","41","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"715","372",1,"think really good get assessment see possibly eligible chemical dependency treatment good direction","99","Anderson_Greg","Social worker",NA,TRUE,NA
"716","372",2,"different approaches understanding control triggers","51","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"717","373",1,"see education just professionals","32","Anderson_Greg","Social worker",NA,TRUE,NA
"718","373",2,"possible","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"719","374",1,"seem sorely lacking public education substance use","50","Anderson_Greg","Social worker",NA,TRUE,NA
"720","374",2,"earlier detect starting point triggers just away","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"721","375",1,"reminds sex education political gets disservice young growing sexual","68","Anderson_Greg","Social worker",NA,TRUE,NA
"722","375",2,"awareness develop inside realize starts low","43","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"723","376",1,"tough uncomfortable conversation conflicting values installed","61","Anderson_Greg","Social worker",NA,TRUE,NA
"724","376",2,"earlier intervene better manage","31","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"725","377",1,"trust people make decisions health","34","Anderson_Greg","Social worker",NA,TRUE,NA
"726","377",2,"work patients","13","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"727","378",1,"Absolutely","10","Anderson_Greg","Social worker",NA,TRUE,NA
"728","378",2,"pretty successful","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"729","379",1,"Part program call sappy program trying get still work basically able experiences school districts St. Louis County","114","Anderson_Greg","Social worker",NA,TRUE,NA
"730","379",2,"interviewing people long term recovery also addiction treatment moving model espousing individualized","101","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"731","380",1,"worked trying provide support SBIR training employment agencies","63","Anderson_Greg","Social worker",NA,TRUE,NA
"732","380",2,"couple said used years now decided want glass champagne glass wine dinner hard idea ever touch addict","101","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"733","381",1,"SBIR","4","Anderson_Greg","Social worker",NA,TRUE,NA
"734","381",2,"man told runs clinic line saying said told friends Alcoholics Anonymous said never really addict","96","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"735","382",1,"Screening brief intervention referral treatment","47","Anderson_Greg","Social worker",NA,TRUE,NA
"736","382",2,"problem step approach","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"737","383",1,"Referral treatment necessarily chemical dependency treatment referring services","79","Anderson_Greg","Social worker",NA,TRUE,NA
"738","383",2,"place","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"739","384",1,"find lot information SBIR","25","Anderson_Greg","Social worker",NA,TRUE,NA
"740","385",1,"best practice established ERs necessarily substance abuse","57","Anderson_Greg","Social worker",NA,TRUE,NA
"741","385",2,"place much","10","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"742","386",1,"useful tool","11","Anderson_Greg","Social worker",NA,TRUE,NA
"743","386",2,"meant Switzerland","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"744","387",1,"encourage","9","Anderson_Greg","Social worker",NA,TRUE,NA
"745","387",2,"groups","6","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"746","388",1,"training now years now St. Louis County social workers probation officers public health nurses","94","Anderson_Greg","Social worker",NA,TRUE,NA
"747","388",2,"patients groups","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"748","389",1,"People contact human trying help","32","Anderson_Greg","Social worker",NA,TRUE,NA
"749","389",2,"patients really like helps","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"750","390",1,"Trying expand professional personal toolbox","43","Anderson_Greg","Social worker",NA,TRUE,NA
"751","391",1,"Thank","5","Anderson_Greg","Social worker",NA,TRUE,NA
"752","391",2,"pretty good","11","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"753","392",1,"really good","11","Anderson_Greg","Social worker",NA,TRUE,NA
"754","392",2,"groups dogmatic flexible way","28","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"755","393",1,"really appreciate heart seem","28","Anderson_Greg","Social worker",NA,TRUE,NA
"756","393",2,"accept use substances","21","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"757","394",1,"think people buildings state jobs county jobs get lot credit heart","66","Anderson_Greg","Social worker",NA,TRUE,NA
"758","394",2,"work people still using","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"759","395",1,"Even writing grants stuff heart","31","Anderson_Greg","Social worker",NA,TRUE,NA
"760","395",2,"know","4","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"761","396",1,"contagious","10","Anderson_Greg","Social worker",NA,TRUE,NA
"762","396",2,"depends individual patient","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"763","397",1,"Basically energy commitment work display regarding","50","Anderson_Greg","Social worker",NA,TRUE,NA
"764","397",2,"patients dogmatic","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"765","398",1,"take credit interview","21","Anderson_Greg","Social worker",NA,TRUE,NA
"766","398",2,"stigmatizing makes feel bad use substances","42","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"767","399",1,"situations talking really sure purpose intent get little guarded concerned saying","81","Anderson_Greg","Social worker",NA,TRUE,NA
"768","399",2,"model helping early process figure handle handle year time period saying think glass wine","89","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"769","400",1,"Matt Johnson social workers minute radio piece KDAL last Wednesday","66","Anderson_Greg","Social worker",NA,TRUE,NA
"770","400",2,"just think intensity decision time people close say never addict person life fallen apart","89","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"771","401",1,"Tom Hanson radio person working bouncing weather international news local news type thing way just conversation establish personal type atmosphere","146","Anderson_Greg","Social worker",NA,TRUE,NA
"772","401",2,"just seems healthier","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"773","402",1,"things started often happen Matt","32","Anderson_Greg","Social worker",NA,TRUE,NA
"774","402",2,"approach really helpful","23","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"775","403",1,"interview felt really good said communicated","44","Anderson_Greg","Social worker",NA,TRUE,NA
"776","403",2,"trying advocate continuing possible goals states","48","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"777","404",1,"really good work","16","Anderson_Greg","Social worker",NA,TRUE,NA
"778","404",2,"abstinent addict","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"779","405",1,"really happy chance come","24","Anderson_Greg","Social worker",NA,TRUE,NA
"780","405",2,"different shades","16","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"781","406",1,"important","9","Anderson_Greg","Social worker",NA,TRUE,NA
"782","406",2,"achieve manageable balance","26","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"783","407",1,"time get chance share experience read expansion extension","57","Anderson_Greg","Social worker",NA,TRUE,NA
"784","407",2,"control life happy","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"785","408",1,"got information card start producing","36","Anderson_Greg","Social worker",NA,TRUE,NA
"786","408",2,"degree control","14","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"787","409",1,"Law enforcement RAAN Rural AIDS Action Network basically individuals kind sides resources","89","Anderson_Greg","Social worker",NA,TRUE,NA
"788","409",2,"Even control thing","18","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"789","410",1,"Range Treatment Center Center Alcohol Drug Treatment United Way information referral","84","Anderson_Greg","Social worker",NA,TRUE,NA
"790","410",2,"different degrees control","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"791","411",1,"key piece","9","Anderson_Greg","Social worker",NA,TRUE,NA
"792","411",2,"try help patients improve control means","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"793","412",1,"inside risk reduction points always use clean needle use harm reduction safety points","85","Anderson_Greg","Social worker",NA,TRUE,NA
"794","412",2,"patient reduce beer consumption liters day liters","49","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"795","413",1,"blanking key points","19","Anderson_Greg","Social worker",NA,TRUE,NA
"796","413",2,"still improvement","17","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"797","414",1,"forward stuff","13","Anderson_Greg","Social worker",NA,TRUE,NA
"798","414",2,"mean drink Sunday week","22","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"799","415",1,"Minnesota Department overdose reports","37","Anderson_Greg","Social worker",NA,TRUE,NA
"800","415",2,"come try","8","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"801","416",1,"Thank","5","Anderson_Greg","Social worker",NA,TRUE,NA
"802","416",2,"job help find goals works","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"803","417",1,"really helpful","14","Anderson_Greg","Social worker",NA,TRUE,NA
"804","417",2,"starts anew patient","19","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"805","418",2,"recipe offer say way","20","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"806","419",2,"think patients appreciate","25","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"807","420",2,"Feeling accepted respected realizing listen depend view","55","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"808","421",2,"long people usually seek services","33","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"809","422",2,"Aside","5","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"810","423",2,"Methadone point","15","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"811","424",2,"Saying opioid addiction chronic disease","39","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"812","425",2,"think chronic disease treatment faults sort entrenched","54","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"813","426",2,"result political societal conditions","36","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
"814","427",2,"forced marginalized lifestyle","29","Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA
