"","ID","paragraphs","nchar"
"995","doc 1524","as - or, i'm somehow untouchable. it won't happen to me. ",57
"996","doc 1525","km - it was crazy. the sentence was three months but they gave him one month.  ",79
"997","doc 1526","as - so he got out after one month. ",36
"998","doc 1527","km - he got out in july actually. no, he had one month at the penn and then they moved him to a place out in yankton.",117
"999","doc 1528","as - for how many more months? ",31
"1000","doc 1529","km - until july. so three months total. the problem is, where i met him where he was detained it was like a barney fife jail, you know, andy griffith. they tried to put him in there. ",183
"1001","doc 1530","as - for three months!",22
"1002","doc 1531","km - right, which would've screwed up everything. it wouldn't have killed him but it would've messed school up, it would mess his job up, he could not pay his rent. i get it. or they could put him in there and let him out. or if they wanted to just put  him in that little jail cell and he could just read and do push ups. but no. not a county thing but it has to be the pen. then we had to drive home from vermillion, south dakota, and we were, all of us, with caravan cars. it's unspeakable, the fear and the anxiety that he must have felt. as a mom, that's what you're worried about. he knew what they could do to him. so then we're going to go to july of '13. that's when he gets out. he was happy to get out. in the meantime, we visited him. we ",750
"1003","doc 1532","couldn't visit him at the pen but we could at the other place. he was just decidedly different. he just [silent]... any life that he had was just gone. he stayed there, ",169
"1004","doc 1533","as - he stayed in vermillion?",29
"1005","doc 1534","km - yeah, and so all he could do then, was work. school was fucked, right? no school. so he worked, he worked 70 hours a week. he worked at valarus (? 35:00), he worked at the lumber yard. ",190
"1006","doc 1535","as - did he want to come home? ",31
"1007","doc 1537","as - did he want to come back here? ",36
"1008","doc 1538","km - yes. they wouldn't let him. ",33
"1009","doc 1541","as - he couldn't come? oh because he was on probation?",54
"1010","doc 1542","km - they do what they want to do. he's going to live there otherwise they'd have to move the whole probation thing here. so alex had a girlfriend who has never even smoked a cigarette in fact and she was going for juvenile justice. she now works here in the cities in hopkins with big brothers big sisters as a counselor. anyways, they were allowed to move back when she got out of school. then may 29th, 2015 was when they moved back to minnesota. then we could get more of an eye on what was going on. before that she would call us in december of say '14 and she'd say, gee, alex had mono. really, alex had mono? i said, well go to the doctor because he is under our insurance. you don't know what happens when they go to the doctor. then he'd just keep saying how tired he was all the time. i'm saying, not before that, but december of '14. no clue. i'd come home on (? 36:30), and i'd say, alex, how can you still have mono? how can he still be tired? he'd say, mom, lots of people have mono for a long time. yeah he falls asleep all the time and he's sitting. i'm like that's so weird, i wonder if he has narcolepsy. remember he was having drug tests too all the time, right? ",1182
"1011","doc 1544","km - no, it's part of his probation. so of course he had urine tests. so drugs weren't part of our thought process. also, he didn't do drugs.",141
"1012","doc 1545","as - according to your thought process. ",40
"1013","doc 1546","km - right. and not until prison where there's more drugs than he knew what to do with. we got a call one day saying you got to do something about your son. this is hillary. i said, what's going on? she said, well, they sent him home from work because he was walking around with his eyes closed and drinking out of people's coke cans and stuff. they said, alex, there's something with you. there's something wrong with you. so i set up a doctor's appointment but he wouldn't go for that. he's like, mom, she's making a big deal out of it. it was just one ridiculous shit after another. we kinda got it down to ptsd. that was our focus. get him home, get him home, get him home, get him home. he was so excited to come home. he had landed a job as the lumber yard  manager at the home depot in maple grove, because he had come down to interview for it and had permission to do that. that was a good paying job. he said, boy, and he had a suspended sentence. so in other words if anything happened, then the sentence would go on his record. if he stayed clean, then it would be suspended. home depot, they were glad to have him. he had a lot of experience. he was a brilliant kid. he could look at the plans to a house and figure out exactly almost to the penny. but then, so they get back and he's up and ready to go. i mean, they had rented a house in medina and he's ready to go and he gets there at 6:30 in the morning or whatever time at the lumber yard in maple grove, and they said, well there's a problem with your background check. and alex just ""hoingggggggggg"" (? 39:00). that really sent him i think into a tailspin. so, legally, they can't even do that but we didn't even pursue that because all these problems were popping up over the summer. so he got another job at acme tools, right away.",1803
"1014","doc 1547","everyone in the family and all parts of the family will say that he would be the one to become this and do that, and he here's like look at me, look at what i do, i'm working for some tool place. i said, alex, all work is good work. you're only however old and you'll work your up and do everything fast and you can go to school. but he had this probation thing over him all the time and remember, we didn't know it, but he was doing drugs, and that would send him for 17 years. so he was always like this. ",507
"1015","doc 1548","as - right. oh, we was doing them so it made him a nervous wreck. ",66
"1016","doc 1549","km - he was doing them. that's why he was falling asleep. we just didn't know it. it's like alex, you're good to go. it's just, you're in minnesota now. ",153
"1017","doc 1550","as - yeah, everything's great honey. ",37
"1018","doc 1551","km - minnesota's great and they're not as weird as south dakota. he said, yeah but... and i said, alex, for god's sake, everything is going to be fine. yeah, unless you're doing opioids and they catch you. it was the summer of just ups and downs and hillary called me one day and said, alex didn't go to work. that's unheard of. alex never missed work. ever. she said, i don't know, you better talk to him. he came over, and i said, what's going on? why are you missing work? he said, mom, i just, i was just so tired. he said i'm really having trouble sleeping. and it's like, oh, well, we're already sending him to a psychologist who couldn't do anything for him. it's like, okay, but you miss work again...that guy, he's like, i know, he goes, i can't believe i didn't go to work. i said, you've never been tired. you wouldn't even sleep when you're alone. and he's just kind of looking at me like you know, i want to tell you but i can't. that kind of look. i know it now. now i know. one day, i was home in the afternoon and he says, mom, i'm home early ",1059
"1019","doc 1552","because they're re-doing the floors, can i come over? and i'm like, sure! then he's just sitting there like this [makes slumping noise with body] [silence]. i'm like dude, do you want to talk to me or do you want to talk to mom? he's just looking at me for a long time and then he looks outside. he said nah, i gotta get going. he was going to tell me. he had a lot of time to work through what he was going to tell us. he asked his dad to go on a boating trip down the river. he couldn't go overnight. probably because he couldn't do drugs, right? dick said all day long alex was just like he wanted to say something but he never did. we heard later from hillary because hillary knew before we did. so, anyway, it was just that kind of summer.  we tried to do fun family things - let's go to this winery in delano. yet then alex would get going on this spiral of [silence] how bad the world is. like he did when he was sober and not using, only now it was just really convoluted. we were all just like, oh my god, just want to go home. he gets out of the car and  he goes i'm sorry, i ruined everybody's night. we're like, dude, you didn't. i say dude because he did. you didn't ruin everyone's night. he's all teary-eyed, right? in a way i didn't have a whole lot of sympathy because i'm like, can you come on? what are you? you know? can't you just find something good about the world? he wouldn't just feel this ptsd. we were just getting so...this is not our child.",1470
"1020","doc 1553","as - was he diagnosed with ptsd that you know?",46
"1021","doc 1554","km - no. i mean, we sent him to a psychologist but everything is secret. he was of age. we didn't go to the psychologist with him. but we assumed because alex would say things like, i wonder if the guy in prison is the guy i am. i said, well what does that mean alex? i said, did you have sex? did you have to have sex? because that's not uncommon. and he goes, no! no, no, no no. he goes, but a lot of people did. now i don't know how to believe him because he was lying about other things. he goes it's just that i'm smarter than most. i was able to get out of things, but i don't like the way i had to do it. i'm just like, it's a month. a lot can happen in a month, in a day in there. you know what i mean? i mean he's spending one day there. much less 30 days. it ruined him, of course. it ruined him. for whatever happened there, i don't know and we'll never know, because we never got it out. for as much as i speak in public and can write, for some reason, telling this story is so overwhelming that it's hard to string sentences together properly unless i have, you know, an agenda, notes, and an audience. his behavior would get more bazaar. we had planned a family camping trip in taylors falls september 17th through the 19th or something like that. we were all really worried, what's alex going to be like?",1319
"1022","doc 1556","km - yeah. a month before he died. but he was great. i mean, he was great. i have pictures from that weekend. he was smiling. well, smiley-er. we have a lot of great pictures. his sister has a picture from that weekend where alex is standing on a cliff in taylor falls. he's just standing there like this [makes a pose], and he's looking up to the sky and the sun is on him and his shirt. i mean it was a good weekend. we all just went [must make a pose or maybe shrug] because two weeks prior to that was his 24th birthday, and he came to our house. i had all of his favorite foods. he used to be such a great guy but he [begins crying] showed up and he had really weird clothes on. it's like he had these long sleeves on, of course, you know? it was like this weird argyle sweater, these weird pajama pants. i mean this guy was kind of a styling kind of guy normally. he walked in and he just had this look on his face. he looked at me and i'm getting ribs out of the oven, and i said, hey, you didn't have to dress up for us! then he got furious. he said i told you she'd say something like that. i said, alex, i was just kidding. he was horrible. he didn't eat his food. he was rude. this is not my son. so we really thought this kid has gone off his....this kid needs prozac or something, i don't know. it was just a horrible day. so a couple weeks later is when we went to taylor falls and that was fine. so, mmm, it turns out though, i will say after the fact that hillary knew. no i better wait on that. i'm going to mess up my story. so there they are. they live in this house in medina. he has got a good job and she has a good job but he's often calling us saying he always wants to be with us on the weekends. probably so he won't use. it's probably mostly opiates at this point. i kept trying to tell his dad, you know, there's something wrong with your child. he only lives a mile and a half away in medina. why don't you go and build adirondack chairs for them? he's just like, i'm not doing that, i'm not going to babysit a 23, 23 at the time, 23 year old. he just couldn't understand it. i said clearly",2119
"1023","doc 1557","he's traumatized. clearly, whatever happened to him there is ruining him, you know. i saw alex all the time. i kept going over his finances with him and like he had this big calendar, which i still have at home put away. look it alex, by this date, this will be paid off,  because they were doing pretty good financially. by this date, and by november 2nd, you'll have no more, you'll have paid ahead on this. he would just look at me like [silent]. i said, well isn't that exciting? he would just shrug his shoulders. i'm like, listen piss ass [hits table] i'm doing your bills with you. well what it was was he wanted to say i'm doing drugs and that's where my money is. i kept saying, well, i don't understand. so he's just looking at me. so i did actually have november 2nd circled as that will be the end for you, that will be it. you won't have any school this, school that. november 2nd is actually when his funeral was. ",928
"1024","doc 1559","km - yep, and yet i have that circled and written that, you know. that's unbelievable. i mean, it's incredible. that's an aside, but. ",134
"1025","doc 1560","as - had he asked for help with his bills?",42
"1026","doc 1561","km - um. yeah, i was with them. groceries and stuff. i was beside myself but it was always some weird story. well, donny was really helping us out when this happened. it was just always some weird story. ",204
"1027","doc 1562","as - they were always asking for something until you finally got to the point where you were like, hey, well let's sit down and figure out your bills. i can help you. ",167
"1028","doc 1563","km - right, right. yet somehow, things were still weird. i mean, they were coming up short. yeah, but if you do this. i just couldn't figure out what was happening but it was always, well, you know, donny... he was getting really good it. so and so, john wanted this. then i helped him out but he was going to pay me back. he was like, i will gladly pay you tuesday for a hamburger today type of thing, you know? so then, [sighs] the final straw for me was october 22nd, i can't be sure of the date, where alex called and he says, hey, i need to get for a part for work, can i get sixty bucks from you? i'm like, first of all, you should have sixty bucks. secondly, they don't send a 23 year old or 24 year old out, they would have a company card. you're going to buy ",768
"1029","doc 1565","as - for the company? ",22
"1030","doc 1567","as - they don't have you ask your mom. ",39
"1031","doc 1568","km - ha no. well he goes, they probably just forgot to give me a card. i was just like okay alex, this money thing. he was adamant though. he goes, mom, are you gonna do this or not because i need to get over to fleet farm? i said, well how about this, i'm going to have your dad go with you and dick's in the back going [gestures], i'm not going to fleet farm, i'm sick of this, sick of this crap all the time. he's like no, dad doesn't need to go. just tell dad to meet me at the wells fargo atm. i'm like yeah that's going to happen, right? [sarcastically] he's just like sixty bucks. i need sixty bucks. so, i hung up the phone and i said dick, go over to wells fargo and get the money and say okay, we're going to go together. dicks says okay. he's sick of me being paranoid. i'll never forgive dick for this. so he comes back and i go, what? he goes well of course when i took the money out then he got a text on his phone that said nevermind they got someone else to get it. alex is really quick, right? but his dad believed it and left. ",1045
"1032","doc 1569","well he didn't get the money for alex. ",39
"1033","doc 1570","as - oh he didn't give it to him. ",34
"1034","doc 1571","km - no he didn't. he went up there to get the money because i wanted, i said you follow him and you go where he's going. ",122
"1035","doc 1572","as - that's what you wanted him to do is follow him, okay. ",59
"1036","doc 1573","km - as soon as dick told alex that when they got there, alex just oh, got a text, i don't need to go, because he knew the ruse. ",129
"1037","doc 1574","as - dick told him he was going to follow him?",46
"1038","doc 1575","km - well dick said i'm going to go with you. dick said if you're going to take my money i'm going to go with you. then alex realized he can't do it. all he wanted was sixty bucks to go buy. that's all he wanted and that wasn't  going to work. so dick comes home and i said, well what happened? he said, oh well, he got a text from work, he didn't have to do it. i said, and you believed that? why would i not believe that? i mean, what could be, remember he's not thinking drugs. i even took him down to the courthouse to get drug tested a lot. not that the government (unclear 53:00). so, do you understand why we didn't think drugs though?",642
"1039","doc 1576","as - yeah, yeah, because they were clean. ",42
"1040","doc 1577","km - yes, he always passed his tests. always. always. opiates wasn't on our radar. then i call alex and dick's like fine, call him. i'm sick of this. so i get on the phone with alex and i sit in the car that i have now, in the garage, so people in the house can't hear me and i said, well, what's going on? i said that's bullshit alex. i pushed him, i pushed him, i pushed him. i had to push him a good twenty two minutes. i said, you know what, i'm going to go to acme tools to your boss, scott, who really, hey everyone likes alex, and i'm going to say, tell me about that part you needed from alex. he just sat there and when he just sat there i knew something was coming. he could've said you go do that, everything is fine mom, but he didn't. i go, alex, tell me. tell me! he goes, i'm doing opioids. i was relieved because i didn't know. i just didn't want him to be bipolar. so i thought, well opioids... you're doing what? ",931
"1041","doc 1578","as - you just didn't want him to be bipolar?",44
"1042","doc 1580","as - yeah you didn't want it to be a mental illness. when you heard that you were...",84
"1043","doc 1581","km - right, i'm like well that, now that we can deal with. i mean that's how i thought. i am not kidding. now this is a person who grew up, i didn't have addiction issues, but i did mushrooms, i did acid, i did all the 1970s things and i lived to tell about it. the only people that did heroin was um, and not opiates, i didn't even think that would be fun, would be janis joplin. remember she died from it and it was just kind of a thing, like ooh, weird, heroin, for street people. i watched the news and i'm an informed individual but i didn't know about that. so, i said, well what do you mean? he goes, you know, pain pills. i go, pain pills? opiates. he goes well they had them a lot in prison. there's no better place for drugs like the prison. then he didn't over elaborate because i was drilling him. i said, are you kidding me? i just let him have it that night. i wish have i wouldn't have except i was so mad. i said, alex, i'm tired, i'm tired, i'm tired. i was so mad at him. i said you risk seventeen years of your life for that? now that should've told me right there that's a terrible addiction, right? but he's like, i'm so sorry mom, i'm so sorry. then i calmed down and i said well. what i should've done was picked him up and brought him to my house. i said well right away in the morning we're going to go to the doctor. i said, well, opiates, how bad could it be? right away we're going to go to the doctor. the doctor he had been going to through the summer that knew he was a heroin addict and never told us. ",1534
"1044","doc 1582","as - what doctor knew?",22
"1045","doc 1584","as - his physician knew?",24
"1046","doc 1585","km - well, the plot thickens. remember he's over 18. he's like so we're going to see doctor graus in the morning? i said, yes! we're going to go sit out there and wait. we're not going to get an appointment. he calmed down, he said i feel so much better. ",255
"1047","doc 1586","i said you know it takes a village, you know the saying alex, we're going to make this a village problem. we're going to tell your grandma and grandpa. i mean, it was so hard to tell his grandpa who was so proud of him that he went to prison. his grandpa just couldn't get his mind around it, you know? so proud. now to tell him this, i said everyone. aunt heidi, uncle steve and cathy. i said everyone. that's it. no secrets. which is what i go on today. there's a no secret policy. that's what i'm trying to preach. he goes, yes. yes. i really want help. by that time, dick has sauntered out to the garage and heard me talking and he's like this [poses]. he goes i can't believe this. i mean, i was so mad. then the next day, we got him into the doctor. dick went first and stayed with him. waited for hours. they did a whole thing, you know. what are you doing? this and that. ",880
"1048","doc 1588","km - right, an evaluation. dick said i'm going to work and then i could come and take over. i figured it was all out there so i didn't need to, i didn't know there were any secrets, so i didn't go in with him the second time. it was an all day thing. now i know why it was an all day thing. he was trying to get not methadone but vivitrol. alex tried to talk to me about vivitrol and now i know what it is. he goes, mom, on his own he's looking for vivitrol, vivitrol, whereas methadone of course is an opiate as well. i mean everyone has their opinions. alex felt that vivitrol was a go. whatever. ",599
"1049","doc 1589","as - so the doctor's trying to find?",36
"1050","doc 1590","km - apparently the doctor is trying to find it and he couldn't. now i know why. there was only ten doctors in minnesota that could give it out. so he released alex with xanax, and xanax it turns out exacerbates whatever drug you're on. he wasn't educated enough in the drug stuff, nice guy though, to know this. he didn't take the twelve, the fifteen hours certificate to give out methadone. they can push pills, um, vicodin stuff like crazy, but they can't give you methadone. so he didn't ever take us aside all summer long and say, because he also know alex's grandparents. he could've slipped us a note that said, hey, look into something else than what you're looking into, it's not ptsd. but he kept it to himself. alex came out of there. he was a little busy on his phone, obviously still looking for it. i just did not know what he wa talking about. so i said well let's get you something to eat. ",906
"1051","doc 1591","as - is he in withdrawals yet?",30
"1052","doc 1592","km - yes, he had withdrawals but he by that time was getting better. i got him a malt. took him home, got him some epsom salts, for a nice epsom salts soak. ",157
"1053","doc 1593","as - yeah [laughs] that cures everything. ",42
"1054","doc 1594","km - yes, it cures everything. he seemed happy. alex seemed happy. maybe he thought he had gotten through the worst part of what this would be, this would be the heroin. so i said, alex, we're going to get you in narcotics anonymous. he's like, no. mom, there's nothing but druggies there. that'll get you in a worst place. i said, whatever. so the next day was friday and he went to work. he almost never wanted to miss work. i still have his texts, you know. he said feeling much better. my legs feel stronger and the diarrhea is not so bad. he said i'm doing pretty good. i said, okay, do you want me to bring you lunch? acme tools is off of 494 in rockford road. he said, sureeeee. so it was raining that day, october 23rd, i mean pouring. so he was forced to run",767
"1055","doc 1595","out of work and get into my car. he looked good. he looked real good and plus he had the weight of the world off of him because no more secrets. remember part of the secret is going to pen for 17 years because that's a violation of his parole. he knew he was going to get through it with us i thought. he bounded out and got into the car, and he gave me a hug, and he was a very loving person. he goes, thanks mom, i love you. he runs up, last time i ever see him alive, right? runs up, turns around, you know, that kind of thing. so later that night dick gave him a ride home because alex had cracked up his car i forgot to say on october 8th. he died on the 24th. but on october 8th, on 116 in corcoran, he had a telephone call and he said it because he was leaning down to get gatorade, probably fell asleep. ",812
"1056","doc 1596","as - or was nodding off. ",25
"1057","doc 1597","km - right, right. so his dad picked him up friday night, october 23rd, from work and they had talked about heroin. and oh oh oh, in my talk with alex, i had asked him, when we had that big talk about him coming clean, i said have you ever tried heroin? i only say that because a teacher i know in florida said heroin is really a big thing you might want to ask this kid. alex was just like no [with emphasis]. i do not mess with that shit. he said that stuff will bring you down fast. i'm like oh okay. so x to heroin, no heroin right? i just believed it even though he lied for months about the other stuff. then, so his dad said yeah they were talking about heroin and then alex said, dad, people only die from heroin if they want to die from heroin. that's the only way you die from heroin. alex was not familiar with fentanyl or (unclear 1:03) and all that. that was new in '15. so when he did die his dad lived with the fact that he...",941
"1058","doc 1598","as - he had just told him that that day?",40
"1059","doc 1599","km - that night. then he died that night. he told him that at 5:30 on friday night. alex thought he knew everything in the world. they had talked about opiates and heroin. dad, nobody dies if they want to die from heroin, that's what happens. he was so clueless because he had been doing pills and switched to heroin, well, when he moved here anyway. so then, i called him at 9 o'clock at night. i called all the family members, oh we are just so relieved it's just these opiates. god, i can't even believe it. so i called him and i was real chatty. his girlfriend was at work and he was distant, busy. he said mom, i got something cooking and i go well, you have a cellphone, they don't have words on them. i went on to say you know how lucky you are, you know what could have happened october 8th. now you definitely got someone looking out for you. he's like yeah, yeah, yeah, mom, i have to go. so i hung up and then sometime we believe it was about 2 in the morning, because they had a four bedroom house in medina, and he told hillary, i'm going to sleep upstairs because i still have the leg shakes from the withdrawal. he didn't, she should know that, but she wasn't very tuned in. she remembers that at 2 o'clock she heard a big boom and she sat up. she heard a big thump upstairs and that's when he fell. so the next day his brother noah who was nineteen at the time, my youngest, had to go. i was supposed to pick alex up but i wasn't going to be home. i said you know what, you can pick your brother up. here's a bunch of sweet rolls for him, and you take him to work. he was like, oh my god, he crashed up his car, what an idiot. you know that kind of thing. oh i know why i couldn't. i was going to go out with a friend to the general store in minnetonka and we were just going to have a chick thing you know. just drink some coffee. so she picked me up at 9:20. time matters. and noah was going to pick him up right around that time. so we're driving and at about 9:30, my friend remembered",2005
"1060","doc 1600","this. i had a pain that felt like someone was cutting my head off with an axe. i'm like oh my god, oh my god. she said do you want to stop? i said, i don't know, something is just, i don't know if it's a blood clot. she's stopping the car, she pulled over, and then it just went away. she remembered that later. that's exactly the time that noah called 911. needless to say, i've gotten much more ethereal and it's actually pretty amazing. but i know now. but noah, why noah? so he drove up apparently now we find out, and he's waiting, and he goes hillary is cooking. she's cooking trader joes crescents, alex's favorite. she says, you know what, why hasn't he come down yet? so noah sees her run up the stairs, it's like those farmhouse stairs, and she stops. she races back down and the dog's acting funny all morning. she said, i think he's dead. noah's like, what? noah runs up stairs. she says all she could hear is noah say, and it's just the worst voice, oh alex. then she went up and she said she could tell the room was vacant. it was just vacant. like his soul, she said she had never witnessed that. she's never a big believer in souls and she said he was just an empty shell. he had rigor mortis by then and he was curled up, and he had blood out of his nose, and he was purply because all the blood. you know what i mean? so she said that noah, and i've told this story a lot, picked him up because he didn't move, he was just like a frozen thing and just rocked him and just said i'm so sorry alex, i'm so sorry, you were a good big brother. i'm so sorry the last words i said to you were fuck you, because they were. noah was angry at him. alex had asked him to play video games and noah just said fuck you. he just rocked him and rocked him. he said they called 911 and everything went to hell then. the drugs squad came. they tore everything apart. everybody was hysterical. ",1893
"1061","doc 1601","as - they tore the whole house apart?",37
"1062","doc 1602","km - oh yeah. i mean because clearly he had needles and heroin. so they went all nutso about it and they're shaking her down. she's never, seriously she's like the virgin fricken mary, and she's about this tall. but noah took totally over and and he said you are not to call my parents. i wasn't home. he said, until alex is gone out of here because they'll run over. i couldn't have handled that. i don't know how noah did. i don't know that he does. he said and i want a chaplain. ",483
"1063","doc 1603","as - and i want what?",21
"1064","doc 1604","km - a chaplain of some kind. ",30
"1065","doc 1606","km - when they went over to tell. he didn't know where i was but his dad was washing windows while i went out and had fun. ",123
"1066","doc 1607","as - because this is a saturday morning?",40
"1067","doc 1608","km - it's a saturday morning, october 24th. now there's dick's point of view that he sees a big red truck, should have been the chaplain, pull up, and squad cars, and noah. he says oh my god because noah is just... ",215
"1068","doc 1610","km - oh my gosh. there's nobody squarer in the whole world. he said, what happened? oh my gosh, what happened? did he hit somebody? he said i was holding the stuff washing the windows and they all walk up and dick goes, let's have it, and the police chief says you know, do you want to tell your dad something, noah? and he told him, and apparently now, he said dick just walked around like this, just all around the yard. just all around the yard forever. then he had to call me. they said you have to call your wife. can you imagine having to call me? i had no idea. i thought i just saved my son. oh i had taken care of that one, you know. so we're shopping around. i had a basket of early stocking stuffers. i just thought i would pick up some stuff, you know. her phone rings and she says, oh, okay. no. my phone rings first and it was dick. but he always butt dials, which is what he actually did. then when dave called, her husband, she says they screwed it up. the plan was that they were supposed to say nick needs help you gotta come home right away. nick being her son. then i wouldn't panic. but she just said something bad happened to alex. my mouth was dry like a desert. it just went [slurps]. ",1209
"1069","doc 1612","km - mhmm. so i tried to call dave and dave answered, her husband. i go, what happened? he said i don't know but it's not good. i think at first i was thinking drug thing and then he's going away. then i kept calling dick and no one would answer which is very typical of him, and immediately, i had immediate diarrhea. so i don't know, somehow we got up to her jeep. i mean and everyone was still shopping. my basket dropped you know? so we're driving, and i'm [makes clicking noises] calling, and calling, and calling. i just wouldn't let up. so we get about to carlson parkway in 494 and i hear, hello kirsten. i mean, that's how he said it, like, hello newman, you know that kind of thing, you know? i start screaming at him into the phone. tell me what happened! tell me what happened! tell me what happened! and he just says noah found alex and he has passed away. of course by then, i knew, i knew. and so, i mean, but how?",929
"1070","doc 1613","as - was dick waiting for you to get home? do you think that's why he wasn't answering? ",88
"1071","doc 1615","as - yeah and he just wanted you to be there? ",46
"1072","doc 1616","km - and the chaplain and everyone would be there. i remember looking up at her sunroof and just screaming a blood curdling. she grabbed me like this and she said, i remember, because she and i always thought what if one of our kids ever died, it's like our worst thing we talked about it all the time. i mean, oh my god, could you imagine? and then that was me. she says that's impossible it's only because we're always talking about it and they're just saying that! it wasn't ",478
"1073","doc 1617","rational at all. so we get there and there everybody it. noah grabbed my hand and i don't even remember what dick was doing. everyone is outside. and all my neighbors knew before i did. before dick did. they knew in the morning. ",229
"1074","doc 1618","as - how did they know?",23
"1075","doc 1619","km - because hillary had two jobs. one of them was working with the kids. the other was at the cov in wayzata. and she called in in the morning and said my boyfriend died i can't come to work. well, our neighbor's kid cousin worked there and they're like, alex milun died? so they called everyone on the block. ",311
"1076","doc 1621","km - so they see dick out. ",27
"1077","doc 1622","as - they see him out there washing windows and they already know?",66
"1078","doc 1623","km - mhmm. hours before. they've known alex since he was born. they were hysterical and yet they knew, they said, don't say anything. so can you imagine for their sake? it was just. so, noah",190
"1079","doc 1624","as - what is the cov?",21
"1080","doc 1625","km - it's a restaurant on lake minnetonka. so noah grabs my hands and he holds on to them, i think it was like an hour, and he wouldn't let go. i mean, it was like, this is the guy who won't even touch me normally. he just said it's true mom. i said no it's not. i said that for a few days. because if it was, i would've known it. because if your kid dies, we've all heard about it, you know when your loved one dies they visit you. ",433
"1081","doc 1626","as - oh right, you wake up in the middle night. ",48
"1082","doc 1627","km - not me i was just [hums], getting ready, and all that time my kid's dead in a bed. a mile away and i had no idea. so i kept saying i believe that. the poor chaplain. i feel bad about it. i pushed him out of the way. i remember going like this, i said, excuse me. i know, i mean not pushed him, ",299
"1083","doc 1628","as  - you just moved him out of the way ",40
"1084","doc 1629","km - he looked like father mulcahy, that kind of chaplain. and then i said it all, and then when noah said there was needles. it was just a horrible thing. we had to go find his sister amanda. she wasn't talking to me. she was mad at me because we had gone to something, a night together, and i had fallen asleep. i was so exhausted from alex. we had to go find her and she wouldn't answer. we had to finally have her work call and say there's an emergency, you need to call your mom back. so we're all driving to her apartment at the time and she's sounding like a kitten got hit, you know. we just can't believe it. ",618
"1085","doc 1630","as - what do you mean she sounded like a kitten?",48
"1086","doc 1631","km - [high pitched meow] she is after we told her because nobody had any idea. except, i asked hillary, i said, you know the conversation i had with alex a couple nights before he died? then i called her and i said, how long have you known? and she says, ",255
"1087","doc 1633","as - no it wasn't a week. ",26
"1088","doc 1634","km - lover of my final child. it turns out now that she saw pills in his ashtray in vermillion. she'd always say pills. she'd say, what do you have those pills for? what are those? he goes, oh a buddy of mine has a back ache. she would accept it. yeah. she also found syringes once they moved here, next to the bed. and she goes, well somebody had diabetes or, i don't know. ",375
"1089","doc 1635","as - oh that's what he would say to her. ",41
"1090","doc 1636","km - syringes? pills? i love her to death but i think we could have saved him had we known that she was finding pills. then i would've stayed in vermillion. i would've driven down there. now that i know better, you never, never, let an addict...you bring him in and you take him home and you watch him like a hawk until you can get him help. here he was feeling real good and the last text he sent on his phone which now, remember alex's cases, the first case was tried federally for the dealer to go to jail. ",510
"1091","doc 1637","as - no, i didn't know that. ",29
"1092","doc 1638","km - the first case ever in the country  tried federally. so on december 21st they caught the guy because of alex. you know alex was very good at covering his tracks but for some reason, he left everything on his computer and on his phone, when he would normally erase things. it's like he maybe knew he was going to die and his higher self just said, hey you gotta catch this guy. i don't know. they were trying to identify this guy named red and they were finally able to do it because of alex. they even had alex's name all over the tv december 21st, which was two months after alex died. ",592
"1093","doc 1640","km - yep. they caught him right away because of alex. so alex would've been really proud of that i have to say. his name is jamie mcclellan and it was laced with fentanyl of course, that's why he died, it wasn't the heroin. he [sighs] that was on his grandma's birthday, december 21st. so a lot of things were missed. ",318
"1094","doc 1641","as - where was his dealer? here in the minneapolis area?",56
"1095","doc 1642","km - maple grove, where they have no drug problem [sarcastic]. try and speak at their high schools and they won't let you because they don't have a drug problem in maple grove. neither does minnetonka so don't even think about going there to speak. ",249
"1096","doc 1643","as - yeah, nobody from there has died. ",39
"1097","doc 1644","km - no, no, nobody. and none of the kids there do drugs. ",58
"1098","doc 1645","as - and none of their alumni have. full of sarcasm. [laughs]",61
"1099","doc 1646","km - absolutely, i mean, i never thought you couldn't speak. i spoke at wayzata and eden prairie but, and then they don't want they go, okay we'll let you do this but they don't want to advertise this very much. then that's when i heard that the superintendent of minnetonka said that's not gonna happen here, so we're gonna make it happen there. how dare he with kids dropping young people dropping like flies. it's all about money. everything is about money. ",461
"1100","doc 1647","as - how is it about money?",27
"1101","doc 1648","km - well, they can't recruit the kind of athletes they want and people don't maybe want to move into the district, right? so, that's alex's story in a short version of it. ",173
"1102","doc 1649","as - so is this guy, jamie mcclellan, he's arrested on december 21st?",69
"1103","doc 1650","km - he was arrested on december 21st and had a hearing and all that. it was such a strange. they could have put him away forever, for life, but believe it or not, you wouldn't think that's possible but even though they couldn't introduce, what was it a trial with peers, and even in front of the judge they couldn't introduce fentanyl. ",337
"1104","doc 1652","km - that wasn't this long ago! because heroin is in and of itself deadly. right? so if it was a trial you can't introduce it being fentanyl or carfentanil. but now you can because carfentanil, you're dead when you touch it. so these dealers are, you know, killing off their own because there's always another one around the corner. ",333
"1105","doc 1653","as - yeah and people who use opioids want stronger stuff. that's what i've heard. they kind of flock to it. ",108
