"","X","sentence_id","id","sentence","nchar","doc_id","description","family_experience","treatment_prof","personal_experience","cluster_1","cluster_2","cluster_3","cluster_4","cluster_5","cluster_6","cluster_7","cluster_8","cluster_9","cluster_10","cluster_11","cluster_12","cluster_13","cluster_14","cluster_15","cluster_16","cluster_17","cluster_18","cluster_19","cluster_20","clusters"
"625",625,326,1,"key points trying work constant basis stigma",44,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","","","","TRUE","","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",",,,TRUE,,,,,,,TRUE,,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"626",626,326,2,"important",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"627",627,327,1,"need able remove stigma associated chemical dependency addiction",64,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","","","","TRUE","TRUE","","TRUE","TRUE","","","","TRUE","","TRUE","TRUE","TRUE","",",TRUE,TRUE,,,,TRUE,TRUE,,TRUE,TRUE,,,,TRUE,,TRUE,TRUE,TRUE,"
"628",628,327,2,"find trying tone expectations patients",38,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"629",629,328,1,"similar effort needs regards mental health",42,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","","TRUE","",",,,,,,,TRUE,,,TRUE,,,,,,,,TRUE,"
"630",630,328,2,"come already burdened expectations gathered environment living",62,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","TRUE","","","","","TRUE","","","","","","","","","","",",,,,TRUE,,,,,TRUE,,,,,,,,,,"
"631",631,329,1,"stigma hard individual come say addicted heroin",47,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"632",632,329,2,"say",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","TRUE","","","","TRUE","","","","","","",",,,,,,,,,TRUE,,,,TRUE,,,,,,"
"633",633,330,1,"need help many signs reactions people like get",46,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"634",634,330,2,"take step step",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"635",635,331,1,"worth",5,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"636",636,331,2,"Yeah want",9,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","TRUE","","","","","","TRUE",",,,,,,,,,,,,,TRUE,,,,,,TRUE"
"637",637,332,1,"want",4,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","TRUE","","","","","","TRUE",",,,,,,,,,,,,,TRUE,,,,,,TRUE"
"638",638,333,1,"making bad choices want",23,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","TRUE","","","","","","TRUE",",,,,,,,,,,,,,TRUE,,,,,,TRUE"
"639",639,333,2,"see",3,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","TRUE","TRUE","","","","","","","","","","","","","",",,,,,TRUE,TRUE,,,,,,,,,,,,,"
"640",640,334,1,"Just get",8,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","TRUE","","TRUE","","TRUE","","","","","","TRUE","TRUE","","",",,,,,,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,,"
"641",641,334,2,"problem",7,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"642",642,335,1,"time help",9,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"643",643,335,2,"extrinsic motivation strong",27,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"644",644,336,1,"type thing",10,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","","","","","","","TRUE","","","","TRUE","","",",,,TRUE,,,,,,,,,,TRUE,,,,TRUE,,"
"645",645,336,2,"try evocate motivation",22,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","TRUE","","","","","","","TRUE",",,,,,,,,,,,,TRUE,,,,,,,TRUE"
"646",646,337,1,"think progress made",19,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","","","","","","TRUE","TRUE","","","","","","","","","","TRUE",",,TRUE,,,,,,TRUE,TRUE,,,,,,,,,,TRUE"
"647",647,337,2,"motor really works",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","TRUE","","","TRUE","","","","","","","","","","TRUE","","","",",,,TRUE,,,TRUE,,,,,,,,,,TRUE,,,"
"648",648,338,1,"Just discussions experiences fortunately first hand experience",62,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","","","","TRUE","","","","","","TRUE","TRUE","","",",,,TRUE,,,,,,,TRUE,,,,,,TRUE,TRUE,,"
"649",649,338,2,"said often see patients first time crisis",41,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"650",650,339,1,"blessed far family",18,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","TRUE","","","","TRUE",",,,,,,,,,,,,,,,TRUE,,,,TRUE"
"651",651,339,2,"first idea difficult time life",30,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"652",652,340,1,"listening seen spouse child sibling see understand fact choice",62,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","","","TRUE","TRUE","","","","TRUE","","","","","","","TRUE","","","TRUE,TRUE,,,,TRUE,TRUE,,,,TRUE,,,,,,,TRUE,,"
"653",653,340,2,"stop using",10,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"654",654,341,1,"just amplifies importance support groups Nar Verne Wagner involved mutual experiences people share",98,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",",TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"655",655,341,2,"think solution hear bad use stop",32,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","","","","","","TRUE","TRUE","TRUE","","","","","","","TRUE","","TRUE","TRUE,TRUE,TRUE,,,,,,TRUE,TRUE,TRUE,,,,,,,TRUE,,TRUE"
"656",656,342,1,"ends snowball like good things grow passing information communication",69,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","TRUE","TRUE","","","TRUE","","TRUE","TRUE","","","","TRUE","","","","TRUE","","",",,TRUE,TRUE,,,TRUE,,TRUE,TRUE,,,,TRUE,,,,TRUE,,"
"657",657,342,2,"hard time try stop idea okay",28,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","TRUE","","TRUE","","","","TRUE","TRUE","","TRUE",",,,,,,,,,,TRUE,,TRUE,,,,TRUE,TRUE,,TRUE"
"658",658,343,1,"need address things prevention intervention prevention",54,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"659",659,343,2,"try analyze take time talk patient start realize single problem resolve just stopping use substance",99,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"660",660,344,1,"solve lot just addressing thing",31,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","","TRUE","TRUE","","","","","","TRUE","","","TRUE","","TRUE","TRUE","TRUE","","",",TRUE,,TRUE,TRUE,,,,,,TRUE,,,TRUE,,TRUE,TRUE,TRUE,,"
"661",661,344,2,"contrary even make problems bigger",34,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"662",662,345,1,"reactive instead",16,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","TRUE","","","","","","","TRUE","","",",,,,,,,,,,TRUE,,,,,,,TRUE,,"
"663",663,345,2,"Many patients way structure lives routine",41,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"664",664,346,1,"come education chemical dependency",34,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"665",665,346,2,"alternative moment",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"666",666,347,1,"school",6,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"667",667,347,2,"take away left",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"668",668,348,1,"learned job",11,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"669",669,348,2,"good place",10,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","TRUE","","","TRUE","","","","","","","","","TRUE","",",,,,,,TRUE,,,TRUE,,,,,,,,,TRUE,"
"670",670,349,1,"basically learned job",21,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"671",671,349,2,"try explain patients find alternatives",38,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"672",672,350,1,"life experience",15,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"673",673,350,2,"cut take away much better position alternatives already decide reduce take substance use away",93,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"674",674,351,1,"younger days Twin Cities social active lifestyle relationships individuals started great sudden",95,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"675",675,351,2,"Never alternatives",18,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"676",676,352,1,"good",4,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","TRUE","","","","","","","","","","",",,,,,,,,,TRUE,,,,,,,,,,"
"677",677,353,1,"Ended leaving relationship getting relationship sudden thing starts happening",77,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"678",678,353,2,"Obviously require detox",23,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"679",679,354,1,"like wow",8,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"680",680,354,2,"useless",7,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","","","","","","","","","","","","","","","TRUE,TRUE,,,,,,,,,,,,,,,,,,"
"681",681,355,1,"interesting piece established good friendship particular individual grad school part chemical dependency group veteran hospital",127,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","TRUE","TRUE","","","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","","",",,,,,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,,"
"682",682,355,2,"patients forty times",20,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"683",683,356,1,"Listening stories individuals dynamics tied relationship addiction",66,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE",",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"684",684,356,2,"many treatments kind want",25,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE","TRUE","","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE"
"685",685,357,1,"Hearing kind explained earlier life experiences",47,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"686",686,357,2,"time weeks relapse prove",24,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","TRUE","","","","TRUE","","","TRUE",",,,,,,,,,,,,TRUE,,,,TRUE,,,TRUE"
"687",687,358,1,"Basically work",14,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","","","","","","","","","","TRUE","","","",",,,TRUE,,,,,,,,,,,,,TRUE,,,"
"688",688,358,2,"failed failure",14,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"689",689,359,1,"matter child protection working elderly",39,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","","","","","","","","","","","TRUE","","","",",,,TRUE,,,,,,,,,,,,,TRUE,,,"
"690",690,359,2,"use approach",12,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","","","TRUE","TRUE","","","","","","","","","","","TRUE,TRUE,,,,,,,TRUE,TRUE,,,,,,,,,,"
"691",691,360,1,"chemical dependency addiction part work",39,"Anderson_Greg","Social worker",NA,TRUE,NA,"","TRUE","","TRUE","","","TRUE","","","TRUE","","","","","TRUE","","TRUE","","","",",TRUE,,TRUE,,,TRUE,,,TRUE,,,,,TRUE,,TRUE,,,"
"692",692,360,2,"really useful",13,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","","","","","TRUE","","","","","","","","","","","","","","TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,"
"693",693,361,1,"things working department standpoint Substance Abuse Prevention Intervention Initiative attempting put substance use disorder training core training function new social workers new employees coming department",208,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"694",694,361,2,"Sometimes people say abstinence true",36,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"695",695,362,1,"yet getting much closer",23,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","","","","","","TRUE","","TRUE","","","","TRUE","","","","TRUE","","","","TRUE,,,,,,TRUE,,TRUE,,,,TRUE,,,,TRUE,,,"
"696",696,362,2,"think abstinence state good useful depends situation",52,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"697",697,363,1,"wonderful training department St. Louis County",46,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","","","",",,,,,,,TRUE,,,TRUE,,,,,,,,,"
"698",698,363,2,"per say good bad",16,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","TRUE","","","","TRUE","","","","","","",",,,,,,,,,TRUE,,,,TRUE,,,,,,"
"699",699,364,1,"lot work basically getting quarterly trainings set",50,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","TRUE","","","TRUE","TRUE","TRUE","","TRUE","TRUE","","TRUE","","TRUE","TRUE","","","",",,,TRUE,,,TRUE,TRUE,TRUE,,TRUE,TRUE,,TRUE,,TRUE,TRUE,,,"
"700",700,364,2,"depends context",15,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"701",701,365,1,"Parental substance use disorder ABC addiction",45,"Anderson_Greg","Social worker",NA,TRUE,NA,"TRUE","TRUE","","","","","","TRUE","","TRUE","TRUE","","","","","","","TRUE","","","TRUE,TRUE,,,,,,TRUE,,TRUE,TRUE,,,,,,,TRUE,,"
"702",702,365,2,"say said stopped using heroin meth see drinking beer triggering desire know people quit think beer forty hours using meth",121,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE"
"703",703,366,1,"SBIR Screening Brief Intervention Referral training brief intervention referral treatment screening piece",105,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","TRUE","TRUE","","","","","TRUE","","","","","",",,,,,,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,"
"704",704,366,2,"managed environment",19,"Beck_Thilo","Addiction medicine doctor",NA,TRUE,NA,"","","","","","","","","","","","","","","","","","","","",",,,,,,,,,,,,,,,,,,,"
"705",705,367,1,"need Ph.D. master",17,"Anderson_Greg","Social worker",NA,TRUE,NA,"","","","","","","","TRUE","","","TRUE","","","","","","","TRUE","TRUE","",",,,,,,,TRUE,,,TRUE,,,,,,,TRUE,TRUE,"
